Timestamp,Event,Total Blinks
2024-10-23T18:46:03.576Z,"Test failed: Failed to open port /dev/tty.usbmodemCH55x1: Error Resource temporarily unavailable Cannot lock port"
2024-10-23T18:46:03.580Z,"Session ended",0
